,created_time,restaurant,limit_time
0,11:52:00,res_A,30
1,11:58:00,res_A,30
2,11:43:00,res_A,30
3,11:23:00,res_C,20
4,12:34:00,res_B,30
5,11:31:00,res_C,20
6,11:27:00,res_C,20
7,11:35:00,res_C,20
8,11:58:00,res_A,30
9,12:43:00,res_D,30
10,11:46:00,res_A,30
11,12:28:00,res_B,30
12,12:53:00,res_D,30
13,12:26:00,res_B,30
14,11:31:00,res_C,20
15,11:46:00,res_A,30
16,11:49:00,res_A,30
17,11:39:00,res_A,30
18,12:25:00,res_B,30
19,12:41:00,res_D,30
20,11:24:00,res_C,20
21,11:22:00,res_C,20
22,12:56:00,res_D,30
23,11:30:00,res_C,20
24,11:33:00,res_C,20
25,12:47:00,res_D,30
26,12:29:00,res_B,30
27,12:55:00,res_D,30
28,11:31:00,res_C,20
29,12:52:00,res_D,30
30,11:56:00,res_A,30
31,12:31:00,res_B,30
32,12:48:00,res_D,30
33,11:43:00,res_A,30
34,12:42:00,res_D,30
35,12:24:00,res_B,30
36,12:39:00,res_B,30
37,12:28:00,res_B,30
38,12:31:00,res_B,30
39,12:42:00,res_D,30
