,created_time,restaurant,limit_time
0,11:49:00,res_A,30
1,12:50:00,res_D,30
2,12:32:00,res_B,30
3,11:34:00,res_C,20
4,12:53:00,res_D,30
5,12:56:00,res_D,30
6,11:29:00,res_C,20
7,12:29:00,res_B,30
8,11:28:00,res_C,20
9,11:48:00,res_A,30
10,11:23:00,res_C,20
11,12:31:00,res_B,30
12,12:36:00,res_B,30
13,11:18:00,res_C,20
14,12:32:00,res_B,30
15,11:53:00,res_A,30
16,11:46:00,res_A,30
17,11:24:00,res_C,20
18,12:28:00,res_B,30
19,12:23:00,res_B,30
20,11:26:00,res_C,20
21,12:33:00,res_B,30
22,11:30:00,res_C,20
23,12:58:00,res_D,30
24,11:52:00,res_A,30
25,12:40:00,res_D,30
26,11:46:00,res_A,30
27,11:26:00,res_C,20
28,12:33:00,res_B,30
29,11:47:00,res_A,30
30,13:01:00,res_D,30
31,11:41:00,res_A,30
32,11:47:00,res_A,30
33,12:50:00,res_D,30
34,12:43:00,res_D,30
35,12:22:00,res_B,30
36,11:25:00,res_C,20
37,12:43:00,res_D,30
38,11:52:00,res_A,30
39,12:54:00,res_D,30
