,created_time,restaurant,limit_time
0,11:55:00,res_A,30
1,11:27:00,res_C,20
2,11:30:00,res_C,20
3,12:49:00,res_D,30
4,12:52:00,res_D,30
5,12:44:00,res_D,30
6,11:33:00,res_C,20
7,12:45:00,res_D,30
8,11:40:00,res_A,30
9,12:31:00,res_B,30
10,11:41:00,res_A,30
11,11:44:00,res_A,30
12,11:25:00,res_C,20
13,12:35:00,res_B,30
14,12:50:00,res_D,30
15,12:27:00,res_B,30
16,11:49:00,res_A,30
17,12:29:00,res_B,30
18,12:29:00,res_B,30
19,11:33:00,res_C,20
20,12:25:00,res_B,30
21,11:50:00,res_A,30
22,12:39:00,res_D,30
23,11:43:00,res_A,30
24,12:20:00,res_B,30
25,11:43:00,res_A,30
26,12:46:00,res_D,30
27,11:27:00,res_C,20
28,11:28:00,res_C,20
29,12:52:00,res_D,30
30,11:34:00,res_C,20
31,11:34:00,res_C,20
32,12:25:00,res_B,30
33,11:48:00,res_A,30
34,12:59:00,res_D,30
35,12:30:00,res_B,30
36,12:28:00,res_B,30
37,11:32:00,res_C,20
38,11:51:00,res_A,30
39,12:58:00,res_D,30
