,created_time,restaurant,limit_time
0,11:26:00,res_C,20
1,11:31:00,res_C,20
2,11:26:00,res_C,20
3,12:56:00,res_D,30
4,11:13:00,res_C,20
5,11:53:00,res_A,30
6,12:27:00,res_B,30
7,12:33:00,res_B,30
8,12:38:00,res_B,30
9,11:32:00,res_C,20
10,12:30:00,res_B,30
11,11:28:00,res_C,20
12,12:50:00,res_D,30
13,11:32:00,res_C,20
14,11:54:00,res_A,30
15,11:46:00,res_A,30
16,12:24:00,res_B,30
17,12:52:00,res_D,30
18,11:32:00,res_C,20
19,11:47:00,res_A,30
20,12:51:00,res_D,30
21,11:51:00,res_A,30
22,11:55:00,res_A,30
23,11:52:00,res_A,30
24,11:42:00,res_A,30
25,12:24:00,res_B,30
26,12:38:00,res_B,30
27,12:29:00,res_B,30
28,12:42:00,res_D,30
29,12:21:00,res_B,30
30,11:29:00,res_C,20
31,11:47:00,res_A,30
32,11:35:00,res_C,20
33,12:52:00,res_D,30
34,12:36:00,res_B,30
35,12:49:00,res_D,30
36,11:51:00,res_A,30
37,12:51:00,res_D,30
38,12:59:00,res_D,30
39,12:56:00,res_D,30
