,created_time,restaurant,limit_time
0,12:38:00,res_B,30
1,11:58:00,res_A,30
2,11:30:00,res_C,20
3,12:29:00,res_B,30
4,12:42:00,res_D,30
5,11:31:00,res_C,20
6,12:44:00,res_D,30
7,12:45:00,res_D,30
8,12:50:00,res_D,30
9,12:32:00,res_B,30
10,11:31:00,res_C,20
11,12:35:00,res_B,30
12,12:28:00,res_B,30
13,12:47:00,res_D,30
14,13:00:00,res_D,30
15,12:33:00,res_B,30
16,11:25:00,res_C,20
17,12:29:00,res_B,30
18,11:43:00,res_A,30
19,12:55:00,res_D,30
20,12:37:00,res_B,30
21,11:43:00,res_A,30
22,12:27:00,res_B,30
23,11:52:00,res_A,30
24,11:28:00,res_C,20
25,11:40:00,res_C,20
26,11:52:00,res_A,30
27,12:27:00,res_B,30
28,11:48:00,res_A,30
29,11:40:00,res_C,20
30,11:58:00,res_A,30
31,11:30:00,res_C,20
32,11:38:00,res_A,30
33,12:46:00,res_D,30
34,11:53:00,res_A,30
35,12:52:00,res_D,30
36,12:53:00,res_D,30
37,11:31:00,res_C,20
38,11:53:00,res_A,30
39,11:21:00,res_C,20
