,created_time,restaurant,limit_time
0,12:19:00,res_B,30
1,12:26:00,res_B,30
2,12:35:00,res_B,30
3,11:57:00,res_A,30
4,11:31:00,res_C,20
5,12:46:00,res_D,30
6,12:55:00,res_D,30
7,11:43:00,res_A,30
8,11:34:00,res_C,20
9,11:38:00,res_C,20
10,12:52:00,res_D,30
11,12:21:00,res_B,30
12,12:34:00,res_B,30
13,12:48:00,res_D,30
14,11:30:00,res_C,20
15,11:26:00,res_C,20
16,12:27:00,res_B,30
17,11:33:00,res_C,20
18,12:30:00,res_B,30
19,11:52:00,res_A,30
20,12:24:00,res_B,30
21,11:50:00,res_A,30
22,12:53:00,res_D,30
23,11:28:00,res_C,20
24,11:31:00,res_C,20
25,12:47:00,res_D,30
26,11:23:00,res_C,20
27,11:42:00,res_A,30
28,12:27:00,res_B,30
29,11:52:00,res_A,30
30,11:32:00,res_C,20
31,11:57:00,res_A,30
32,12:48:00,res_D,30
33,12:17:00,res_B,30
34,11:42:00,res_A,30
35,12:56:00,res_D,30
36,12:46:00,res_D,30
37,12:50:00,res_D,30
38,11:43:00,res_A,30
39,11:43:00,res_A,30
