,created_time,restaurant,limit_time
0,11:49:00,res_A,30
1,12:47:00,res_D,30
2,11:43:00,res_A,30
3,12:33:00,res_B,30
4,11:27:00,res_C,20
5,12:33:00,res_B,30
6,12:45:00,res_D,30
7,12:42:00,res_D,30
8,11:47:00,res_A,30
9,11:53:00,res_A,30
10,12:25:00,res_B,30
11,12:38:00,res_D,30
12,12:52:00,res_D,30
13,11:55:00,res_A,30
14,11:45:00,res_A,30
15,12:52:00,res_D,30
16,11:33:00,res_C,20
17,11:28:00,res_C,20
18,11:52:00,res_A,30
19,11:44:00,res_C,20
20,11:32:00,res_C,20
21,12:50:00,res_D,30
22,11:45:00,res_A,30
23,11:28:00,res_C,20
24,12:44:00,res_D,30
25,12:30:00,res_B,30
26,11:29:00,res_C,20
27,12:42:00,res_B,30
28,11:43:00,res_A,30
29,12:49:00,res_D,30
30,12:32:00,res_B,30
31,12:57:00,res_D,30
32,12:28:00,res_B,30
33,11:25:00,res_C,20
34,12:30:00,res_B,30
35,11:55:00,res_A,30
36,11:28:00,res_C,20
37,11:19:00,res_C,20
38,12:35:00,res_B,30
39,12:33:00,res_B,30
