,created_time,restaurant,limit_time
0,12:48:00,res_D,30
1,11:36:00,res_C,20
2,11:55:00,res_A,30
3,11:22:00,res_C,20
4,12:42:00,res_D,30
5,11:32:00,res_C,20
6,12:27:00,res_B,30
7,12:35:00,res_B,30
8,12:50:00,res_D,30
9,11:51:00,res_A,30
10,12:45:00,res_D,30
11,11:53:00,res_A,30
12,11:30:00,res_C,20
13,11:30:00,res_C,20
14,12:57:00,res_D,30
15,12:44:00,res_D,30
16,11:47:00,res_A,30
17,11:36:00,res_C,20
18,12:23:00,res_B,30
19,12:28:00,res_B,30
20,11:40:00,res_A,30
21,12:38:00,res_D,30
22,12:53:00,res_D,30
23,11:31:00,res_C,20
24,12:26:00,res_B,30
25,12:33:00,res_B,30
26,11:27:00,res_C,20
27,12:30:00,res_B,30
28,11:45:00,res_A,30
29,11:54:00,res_A,30
30,11:49:00,res_A,30
31,11:30:00,res_C,20
32,12:25:00,res_B,30
33,11:23:00,res_C,20
34,12:35:00,res_B,30
35,11:44:00,res_A,30
36,12:27:00,res_B,30
37,11:57:00,res_A,30
38,12:52:00,res_D,30
39,12:52:00,res_D,30
