,created_time,restaurant,limit_time
0,11:33:00,res_C,20
1,11:47:00,res_A,30
2,12:34:00,res_B,30
3,12:53:00,res_D,30
4,12:22:00,res_B,30
5,12:45:00,res_D,30
6,11:55:00,res_A,30
7,11:33:00,res_C,20
8,11:32:00,res_C,20
9,12:45:00,res_D,30
10,11:24:00,res_C,20
11,11:44:00,res_A,30
12,12:44:00,res_D,30
13,12:51:00,res_D,30
14,11:31:00,res_C,20
15,12:57:00,res_D,30
16,12:44:00,res_D,30
17,12:27:00,res_B,30
18,11:30:00,res_C,20
19,11:28:00,res_C,20
20,12:26:00,res_B,30
21,11:35:00,res_C,20
22,12:28:00,res_B,30
23,12:28:00,res_B,30
24,12:45:00,res_D,30
25,11:37:00,res_C,20
26,11:53:00,res_A,30
27,12:25:00,res_B,30
28,11:31:00,res_C,20
29,11:43:00,res_A,30
30,11:49:00,res_A,30
31,11:49:00,res_A,30
32,12:48:00,res_D,30
33,12:32:00,res_B,30
34,12:42:00,res_B,30
35,12:43:00,res_D,30
36,11:48:00,res_A,30
37,12:00:00,res_A,30
38,12:29:00,res_B,30
39,11:54:00,res_A,30
